SeasonYear,Quarter,Minute,Second,Down,ToGo,YardLine,Rush/Pass/Special,OFF,DEF,,
2023,3,11,39,2,13,47,2,17,24,LV,NYG
2023,3,8,17,1,10,34,1,24,17,NYG,LV
2023,3,7,53,2,7,37,1,24,17,NYG,LV
2023,3,7,26,3,5,39,4,24,17,NYG,LV
2023,3,6,53,4,9,35,3,24,17,NYG,LV
2023,3,6,46,1,10,25,1,17,24,LV,NYG
2023,3,6,1,2,15,20,2,17,24,LV,NYG
2023,3,5,19,3,6,29,2,17,24,LV,NYG
2023,3,5,14,4,6,29,3,17,24,LV,NYG
2023,3,5,4,1,10,16,1,24,17,NYG,LV
2023,3,4,35,2,7,19,2,24,17,NYG,LV
2023,3,12,40,4,16,24,3,14,5,IND,CAR
2023,3,12,29,1,10,23,1,5,14,CAR,IND
2023,3,11,56,2,3,30,1,5,14,CAR,IND
2023,3,11,21,1,10,33,2,5,14,CAR,IND
2023,3,10,48,2,4,39,1,5,14,CAR,IND
2023,3,10,8,3,3,40,2,5,14,CAR,IND
2023,3,9,35,1,10,48,1,5,14,CAR,IND
2023,3,4,34,1,10,25,2,14,5,IND,CAR
2023,3,3,58,1,10,39,1,14,5,IND,CAR
2023,3,3,20,2,10,39,2,14,5,IND,CAR
2023,3,1,48,1,10,6,1,5,14,CAR,IND
2023,3,1,10,1,10,17,1,5,14,CAR,IND
2023,3,0,31,2,7,20,2,5,14,CAR,IND
2023,3,0,2,3,1,26,4,5,14,CAR,IND
2023,4,15,0,3,6,21,4,5,14,CAR,IND
2023,1,2,21,1,10,20,1,32,22,WAS,NE
2023,1,1,39,2,7,23,2,32,22,WAS,NE
2023,1,1,33,3,7,23,2,32,22,WAS,NE
2023,1,0,45,1,10,49,2,32,22,WAS,NE
2023,2,12,5,1,10,25,2,22,32,NE,WAS
2023,2,12,0,2,10,25,2,22,32,NE,WAS
2023,2,11,28,3,4,31,2,22,32,NE,WAS
2023,2,11,24,4,4,31,3,22,32,NE,WAS
2023,2,11,12,1,10,14,1,32,22,WAS,NE
2023,2,10,32,2,8,16,1,32,22,WAS,NE
2023,2,9,22,1,10,17,1,32,22,WAS,NE
2023,2,8,45,2,7,20,2,32,22,WAS,NE
2023,2,8,10,1,10,44,2,32,22,WAS,NE
2023,2,7,32,2,7,47,1,32,22,WAS,NE
2023,2,6,51,3,5,49,2,32,22,WAS,NE
2023,2,6,48,4,5,49,3,32,22,WAS,NE
2023,2,6,41,1,10,16,2,22,32,NE,WAS
2023,2,6,16,1,10,36,1,22,32,NE,WAS
2023,2,6,1,1,10,20,2,32,22,WAS,NE
2023,2,5,23,2,5,25,2,32,22,WAS,NE
2023,2,4,39,3,10,20,2,32,22,WAS,NE
2023,2,3,56,1,10,33,1,32,22,WAS,NE
2023,2,3,16,2,6,37,2,32,22,WAS,NE
2023,2,2,35,1,10,43,2,32,22,WAS,NE
2023,2,2,30,2,10,43,2,32,22,WAS,NE
2023,2,1,46,3,23,44,1,32,22,WAS,NE
2023,2,0,9,1,10,14,4,22,32,NE,WAS
2023,3,15,0,1,10,25,2,22,32,NE,WAS
2023,3,14,29,1,10,36,2,22,32,NE,WAS
2023,3,14,3,2,1,45,1,22,32,NE,WAS
2023,3,10,14,1,10,25,2,32,22,WAS,NE
2023,3,9,39,2,3,32,2,32,22,WAS,NE
2023,3,8,57,1,10,44,1,32,22,WAS,NE
2023,3,6,51,0,0,100,4,22,32,NE,WAS
2023,3,6,51,1,10,25,1,22,32,NE,WAS
2023,3,6,23,2,10,25,2,22,32,NE,WAS
2023,3,5,59,1,10,36,2,22,32,NE,WAS
2023,3,5,32,2,9,37,2,22,32,NE,WAS
2023,3,5,29,3,9,37,2,22,32,NE,WAS
2023,3,4,50,4,5,41,3,22,32,NE,WAS
2023,3,4,39,1,10,24,2,32,22,WAS,NE
2023,3,4,35,2,10,24,1,32,22,WAS,NE
2023,3,3,54,3,8,26,2,32,22,WAS,NE
2023,3,1,49,1,10,25,2,22,32,NE,WAS
2023,3,1,26,2,2,33,1,22,32,NE,WAS
2023,3,0,46,1,10,40,2,22,32,NE,WAS
2023,3,0,39,2,10,40,2,22,32,NE,WAS
2023,4,15,0,3,3,47,2,22,32,NE,WAS
2023,4,14,57,4,3,47,3,22,32,NE,WAS
2023,4,14,48,1,10,20,1,32,22,WAS,NE
2023,4,14,8,2,6,24,2,32,22,WAS,NE
2023,4,13,29,3,1,29,1,32,22,WAS,NE
2023,4,12,49,1,10,31,2,32,22,WAS,NE
2023,4,12,43,2,10,31,4,32,22,WAS,NE
2023,4,11,59,3,11,30,2,32,22,WAS,NE
2023,4,11,21,4,1,40,3,32,22,WAS,NE
2023,4,11,10,0,0,100,4,22,32,NE,WAS
2023,4,11,10,1,10,5,1,22,32,NE,WAS
2023,4,10,43,2,10,5,2,22,32,NE,WAS
2023,4,10,17,1,10,16,1,22,32,NE,WAS
2023,4,9,42,2,6,20,2,22,32,NE,WAS
2023,4,9,38,3,6,20,2,22,32,NE,WAS
2023,4,9,33,4,6,20,3,22,32,NE,WAS
2023,4,9,20,1,10,34,1,32,22,WAS,NE
2023,4,8,39,2,9,35,1,32,22,WAS,NE
2023,4,7,55,3,6,38,4,32,22,WAS,NE
2023,4,7,22,4,9,35,3,32,22,WAS,NE
2023,4,7,10,1,10,9,2,22,32,NE,WAS
2023,4,6,32,2,6,13,2,22,32,NE,WAS
2023,4,5,53,1,10,31,1,22,32,NE,WAS
2023,4,5,25,2,7,34,2,22,32,NE,WAS
2023,4,5,21,3,7,34,2,22,32,NE,WAS
2023,4,5,15,4,7,34,3,22,32,NE,WAS
2023,4,5,4,1,10,5,1,32,22,WAS,NE
2023,4,4,21,2,10,5,2,32,22,WAS,NE
2023,4,4,15,3,3,12,2,32,22,WAS,NE
2023,4,3,29,1,10,19,1,32,22,WAS,NE
2023,4,3,24,0,0,100,4,32,22,WAS,NE
2023,4,3,24,2,8,21,2,32,22,WAS,NE
2023,4,3,22,3,8,21,2,32,22,WAS,NE
2023,4,2,29,1,10,32,1,32,22,WAS,NE
2023,4,2,25,2,8,34,1,32,22,WAS,NE
2023,4,2,21,3,6,36,2,32,22,WAS,NE
2023,4,2,16,4,6,36,3,32,22,WAS,NE
2023,4,2,7,1,10,9,2,22,32,NE,WAS
2023,4,2,0,1,10,24,2,22,32,NE,WAS
2023,4,1,55,2,2,32,2,22,32,NE,WAS
2023,4,1,35,1,10,45,2,22,32,NE,WAS
2023,4,1,32,2,10,45,2,22,32,NE,WAS
2023,4,1,26,3,10,45,2,22,32,NE,WAS
2023,3,0,0,0,0,100,4,24,17,NYG,LV
2023,4,14,11,1,10,25,1,17,24,LV,NYG
2023,4,13,28,2,9,26,1,17,24,LV,NYG
2023,4,12,46,3,7,28,2,17,24,LV,NYG
2023,4,12,44,4,7,28,3,17,24,LV,NYG
2023,4,12,31,1,10,23,4,24,17,NYG,LV
2023,4,12,0,2,11,22,1,24,17,NYG,LV
2023,4,11,17,3,3,30,4,24,17,NYG,LV
2023,4,10,30,4,4,29,2,24,17,NYG,LV
2023,1,0,0,0,0,100,4,9,26,DAL,PHI
2023,2,15,0,2,10,18,2,9,26,DAL,PHI
2023,2,14,23,3,2,26,2,9,26,DAL,PHI
2023,2,11,16,1,10,40,2,26,9,PHI,DAL
2023,2,11,9,2,10,40,1,26,9,PHI,DAL
2023,2,10,32,3,9,41,2,26,9,PHI,DAL
2023,2,5,9,1,10,25,2,9,26,DAL,PHI
2023,2,4,35,1,10,40,1,9,26,DAL,PHI
2023,2,4,0,2,7,43,4,9,26,DAL,PHI
2023,2,3,14,3,15,35,2,9,26,DAL,PHI
2023,2,2,33,4,1,49,2,9,26,DAL,PHI
2023,2,1,15,1,10,25,1,26,9,PHI,DAL
2023,2,1,8,2,4,31,2,26,9,PHI,DAL
2023,2,0,44,3,3,32,4,26,9,PHI,DAL
2023,2,0,44,3,8,27,2,26,9,PHI,DAL
2023,2,0,39,1,10,38,1,26,9,PHI,DAL
2023,2,0,32,2,4,44,4,26,9,PHI,DAL
2023,2,0,19,3,14,34,1,26,9,PHI,DAL
2023,2,0,15,4,7,41,3,26,9,PHI,DAL
2023,2,0,4,1,10,12,4,9,26,DAL,PHI
2023,2,0,0,0,0,100,4,9,26,DAL,PHI
2023,3,15,0,0,0,65,4,26,9,PHI,DAL
2023,3,15,0,1,10,40,1,26,9,PHI,DAL
2023,3,14,24,2,4,46,1,26,9,PHI,DAL
2023,3,13,41,3,2,48,1,26,9,PHI,DAL
2023,3,12,57,1,10,52,1,26,9,PHI,DAL
2023,3,12,11,2,2,60,2,26,9,PHI,DAL
2023,3,11,30,1,10,71,2,26,9,PHI,DAL
2023,3,11,23,0,0,85,4,26,9,PHI,DAL
2023,3,11,23,0,0,100,4,26,9,PHI,DAL
2023,3,11,23,1,10,25,2,9,26,DAL,PHI
2023,3,11,19,2,10,25,1,9,26,DAL,PHI
2023,3,10,42,1,10,40,1,9,26,DAL,PHI
2023,3,10,5,2,5,45,2,9,26,DAL,PHI
2023,3,7,31,1,10,13,1,26,9,PHI,DAL
2023,3,6,53,2,8,15,2,26,9,PHI,DAL
2023,3,6,20,3,1,22,1,26,9,PHI,DAL
2023,3,5,29,1,10,24,2,26,9,PHI,DAL
2023,3,5,22,1,5,29,1,26,9,PHI,DAL
2023,3,4,38,2,3,31,1,26,9,PHI,DAL
2023,3,3,51,1,10,37,2,26,9,PHI,DAL
2023,3,3,21,2,5,42,2,26,9,PHI,DAL
2023,3,1,8,1,10,28,2,9,26,DAL,PHI
2023,3,0,21,1,10,48,2,9,26,DAL,PHI
2023,4,10,7,1,10,1,1,26,9,PHI,DAL
2023,4,9,24,2,8,3,2,26,9,PHI,DAL
2023,4,9,21,3,8,3,2,26,9,PHI,DAL
2023,4,8,49,4,5,6,3,26,9,PHI,DAL
2023,4,8,36,1,10,48,2,9,26,DAL,PHI
2023,4,8,5,2,13,45,2,9,26,DAL,PHI
2023,4,6,23,0,0,100,4,26,9,PHI,DAL
2023,4,6,23,1,10,25,1,26,9,PHI,DAL
2023,4,5,41,2,8,27,1,26,9,PHI,DAL
2023,4,4,57,3,3,32,2,26,9,PHI,DAL
2023,4,4,52,4,3,32,3,26,9,PHI,DAL
2023,4,4,43,1,10,26,2,9,26,DAL,PHI
2023,4,4,7,1,10,47,1,9,26,DAL,PHI
2023,4,1,17,1,10,29,1,26,9,PHI,DAL
2023,4,1,13,2,8,31,1,26,9,PHI,DAL
2023,4,1,7,3,7,32,1,26,9,PHI,DAL
2023,4,0,59,4,8,31,3,26,9,PHI,DAL
2023,4,0,46,1,10,14,2,9,26,DAL,PHI
2023,1,14,55,1,10,24,2,7,4,CIN,BUF
2023,1,14,20,2,2,32,2,7,4,CIN,BUF
2023,1,13,30,1,10,47,1,7,4,CIN,BUF
2023,1,12,14,3,2,55,2,7,4,CIN,BUF
2023,1,11,33,1,10,61,2,7,4,CIN,BUF
2023,1,10,48,1,10,79,1,7,4,CIN,BUF
2023,1,10,5,2,7,82,2,7,4,CIN,BUF
2023,1,9,23,1,7,93,2,7,4,CIN,BUF
2023,1,9,14,1,10,15,2,4,7,BUF,CIN
2023,1,8,45,2,5,20,2,4,7,BUF,CIN
2023,1,8,41,3,5,20,2,4,7,BUF,CIN
2023,1,8,6,1,10,29,2,4,7,BUF,CIN
2023,1,5,58,1,10,31,2,7,4,CIN,BUF
2023,1,5,54,1,10,46,2,7,4,CIN,BUF
2023,3,14,21,2,10,26,2,4,7,BUF,CIN
2023,3,13,46,3,4,32,2,4,7,BUF,CIN
2023,4,12,53,1,10,35,1,30,13,TB,HOU
2023,4,12,12,1,10,46,2,30,13,TB,HOU
2023,4,11,48,1,1,99,2,30,13,TB,HOU
2023,4,11,43,1,10,25,2,13,30,HOU,TB
2023,4,8,41,1,10,27,1,30,13,TB,HOU
2023,4,8,4,2,9,28,1,30,13,TB,HOU
2023,4,7,22,3,7,30,2,30,13,TB,HOU
2023,4,7,18,4,7,30,3,30,13,TB,HOU
2023,4,7,11,1,10,22,2,13,30,HOU,TB
2023,4,6,40,1,20,12,1,13,30,HOU,TB
2023,4,6,8,2,14,18,2,13,30,HOU,TB
2023,4,5,59,2,23,9,1,13,30,HOU,TB
2023,4,5,21,3,18,14,4,13,30,HOU,TB
2023,4,4,42,4,24,8,3,13,30,HOU,TB
2023,4,4,27,1,10,39,2,30,13,TB,HOU
2023,4,3,53,2,2,47,1,30,13,TB,HOU
2023,4,3,15,3,1,48,1,30,13,TB,HOU
2023,4,2,0,2,18,43,2,30,13,TB,HOU
2023,4,1,55,3,18,43,4,30,13,TB,HOU
2023,4,1,55,3,23,38,2,30,13,TB,HOU
2023,4,0,49,0,0,100,4,30,13,TB,HOU
2023,4,0,46,1,10,25,2,13,30,HOU,TB
2023,4,0,39,1,10,39,2,13,30,HOU,TB
2023,1,12,50,1,10,27,1,22,32,NE,WAS
2023,1,12,14,2,9,28,2,22,32,NE,WAS
2023,1,12,10,3,9,28,2,22,32,NE,WAS
2023,1,11,45,1,10,41,1,22,32,NE,WAS
2023,1,11,14,2,8,43,1,22,32,NE,WAS
2023,1,10,38,3,3,48,2,22,32,NE,WAS
2023,1,8,34,1,10,39,1,32,22,WAS,NE
2023,1,7,53,2,5,44,2,32,22,WAS,NE
2023,1,3,14,1,10,25,2,22,32,NE,WAS
2023,1,3,10,2,10,25,2,22,32,NE,WAS
2023,1,2,35,3,5,30,2,22,32,NE,WAS
2023,1,2,31,4,5,30,3,22,32,NE,WAS
2023,2,0,44,1,10,37,2,5,14,CAR,IND
2023,2,0,39,2,1,46,2,5,14,CAR,IND
2023,2,0,35,3,1,46,1,5,14,CAR,IND
2023,2,0,31,0,0,100,4,5,14,CAR,IND
2023,2,0,31,1,10,49,2,5,14,CAR,IND
2023,2,0,20,0,0,15,4,5,14,CAR,IND
2023,2,0,20,1,10,25,4,5,14,CAR,IND
2023,3,15,0,1,10,25,1,14,5,IND,CAR
2023,3,14,21,2,10,25,2,14,5,IND,CAR
2023,3,14,1,1,10,30,2,14,5,IND,CAR
2023,3,13,22,2,9,31,2,14,5,IND,CAR
2023,3,13,16,3,9,31,4,14,5,IND,CAR
2023,2,13,52,1,10,25,4,5,14,CAR,IND
2023,2,13,10,2,20,15,2,5,14,CAR,IND
2023,2,13,7,3,20,15,2,5,14,CAR,IND
2023,2,12,25,4,14,21,3,5,14,CAR,IND
2023,2,12,12,1,10,36,1,14,5,IND,CAR
2023,2,11,49,2,4,42,1,14,5,IND,CAR
2023,2,11,11,3,2,44,1,14,5,IND,CAR
2023,2,7,35,1,10,44,1,5,14,CAR,IND
2023,2,7,4,2,5,49,1,5,14,CAR,IND
2023,2,3,34,0,0,100,4,5,14,CAR,IND
2023,2,3,34,1,10,25,1,14,5,IND,CAR
2023,2,2,58,2,7,28,2,14,5,IND,CAR
2023,2,2,55,3,7,28,4,14,5,IND,CAR
2023,2,2,55,3,12,23,2,14,5,IND,CAR
2023,2,2,24,1,10,39,1,14,5,IND,CAR
2023,2,2,0,2,8,41,2,14,5,IND,CAR
2023,2,1,36,3,1,48,1,14,5,IND,CAR
2023,2,0,53,1,10,25,2,5,14,CAR,IND
2023,2,0,48,2,3,32,2,5,14,CAR,IND
2023,4,15,0,3,11,16,2,5,14,CAR,IND
2023,4,13,40,0,0,15,4,5,14,CAR,IND
2023,4,13,40,1,10,25,2,5,14,CAR,IND
2023,4,13,5,2,7,28,2,5,14,CAR,IND
2023,4,12,27,3,3,32,1,5,14,CAR,IND
2023,4,11,52,1,10,38,2,5,14,CAR,IND
2023,4,11,11,2,9,39,2,5,14,CAR,IND
2023,4,11,7,3,9,39,2,5,14,CAR,IND
2023,4,10,17,4,5,43,1,5,14,CAR,IND
2023,4,9,32,2,1,65,2,5,14,CAR,IND
2023,4,8,9,1,10,25,2,14,5,IND,CAR
2023,4,7,26,2,8,27,2,14,5,IND,CAR
2023,4,6,42,3,6,29,2,14,5,IND,CAR
2023,4,6,37,1,10,44,1,14,5,IND,CAR
2023,1,0,35,1,10,25,1,4,7,BUF,CIN
2023,2,15,0,2,8,27,2,4,7,BUF,CIN
2023,2,14,56,1,10,44,1,4,7,BUF,CIN
2023,2,14,16,2,11,43,2,4,7,BUF,CIN
2023,2,14,11,3,11,43,2,4,7,BUF,CIN
2023,2,14,3,4,11,43,3,4,7,BUF,CIN
2023,2,13,55,1,10,22,2,7,4,CIN,BUF
2023,2,13,12,1,10,34,2,7,4,CIN,BUF
2023,2,12,30,2,12,32,1,7,4,CIN,BUF
2023,3,13,19,1,10,41,2,4,7,BUF,CIN
2023,3,10,15,1,10,8,1,7,4,CIN,BUF
2023,3,9,36,2,7,11,2,7,4,CIN,BUF
2023,3,8,50,3,3,15,1,7,4,CIN,BUF
2023,3,8,7,1,10,22,2,7,4,CIN,BUF
2023,3,7,30,1,10,43,2,7,4,CIN,BUF
2023,3,7,22,2,10,43,2,7,4,CIN,BUF
2023,3,6,34,3,11,42,2,7,4,CIN,BUF
2023,3,6,32,4,11,42,3,7,4,CIN,BUF
2023,3,6,24,1,10,9,2,4,7,BUF,CIN
2023,3,5,57,2,6,13,2,4,7,BUF,CIN
2023,3,5,54,3,6,13,1,4,7,BUF,CIN
2023,3,5,13,4,5,14,3,4,7,BUF,CIN
2023,4,3,32,1,10,25,2,7,4,CIN,BUF
2023,1,15,0,1,10,25,1,18,25,LAC,NYJ
2023,1,14,25,2,8,27,2,18,25,LAC,NYJ
2023,1,14,19,3,8,27,2,18,25,LAC,NYJ
2023,1,14,16,4,8,27,3,18,25,LAC,NYJ
2023,1,14,6,1,10,24,1,25,18,NYJ,LAC
2023,1,13,42,2,6,28,2,25,18,NYJ,LAC
2023,1,13,39,3,6,28,2,25,18,NYJ,LAC
2023,1,13,35,4,6,28,3,25,18,NYJ,LAC
2023,1,13,15,0,0,15,4,25,18,NYJ,LAC
2023,1,13,15,1,10,25,1,25,18,NYJ,LAC
2023,1,12,33,2,4,31,2,25,18,NYJ,LAC
2023,1,12,27,3,4,31,2,25,18,NYJ,LAC
2023,1,11,46,1,10,36,1,25,18,NYJ,LAC
2023,1,11,22,2,6,40,2,25,18,NYJ,LAC
2023,1,10,55,1,15,24,2,18,25,LAC,NYJ
2023,1,10,52,2,15,24,2,18,25,LAC,NYJ
2023,1,10,5,3,13,26,2,18,25,LAC,NYJ
2023,1,9,25,4,3,36,3,18,25,LAC,NYJ
2023,1,9,17,1,10,28,1,25,18,NYJ,LAC
2023,1,8,54,2,9,29,2,25,18,NYJ,LAC
2023,1,8,13,3,6,32,2,25,18,NYJ,LAC
2023,1,2,45,1,10,25,2,25,18,NYJ,LAC
2023,1,2,3,2,10,25,1,25,18,NYJ,LAC
2023,1,1,34,2,15,20,2,25,18,NYJ,LAC
2023,1,0,53,3,12,23,2,25,18,NYJ,LAC
2023,1,0,46,4,12,23,3,25,18,NYJ,LAC
2023,1,0,40,1,10,24,2,18,25,LAC,NYJ
2023,2,15,0,1,10,41,1,18,25,LAC,NYJ
2023,2,13,4,3,15,48,2,18,25,LAC,NYJ
2023,2,13,1,4,15,48,3,18,25,LAC,NYJ
2023,2,12,53,1,10,20,1,25,18,NYJ,LAC
2023,2,12,10,2,10,20,2,25,18,NYJ,LAC
2023,2,11,28,3,3,27,4,25,18,NYJ,LAC
2023,2,10,41,4,4,26,3,25,18,NYJ,LAC
2023,2,10,34,0,0,100,4,25,18,NYJ,LAC
2023,2,10,34,1,10,25,1,18,25,LAC,NYJ
2023,2,10,19,2,9,26,2,18,25,LAC,NYJ
2023,2,10,11,3,9,26,4,18,25,LAC,NYJ
2023,2,9,33,4,20,15,3,18,25,LAC,NYJ
2023,2,9,20,1,10,45,1,25,18,NYJ,LAC
2023,2,5,57,1,10,25,2,18,25,LAC,NYJ
2023,2,5,36,1,10,30,1,18,25,LAC,NYJ
2023,2,4,53,2,12,28,2,18,25,LAC,NYJ
2023,2,4,47,3,12,28,2,18,25,LAC,NYJ
2023,2,4,42,4,12,28,3,18,25,LAC,NYJ
2023,2,4,34,1,10,23,2,25,18,NYJ,LAC
2023,2,4,0,2,7,26,1,25,18,NYJ,LAC
2023,2,3,19,3,4,29,2,25,18,NYJ,LAC
2023,2,2,42,1,10,42,2,25,18,NYJ,LAC
2023,2,2,38,2,10,42,2,25,18,NYJ,LAC
2023,2,2,34,3,10,42,4,25,18,NYJ,LAC
2023,2,2,0,4,19,33,3,25,18,NYJ,LAC
2023,2,1,53,1,10,15,2,18,25,LAC,NYJ
2023,2,1,25,2,4,21,4,18,25,LAC,NYJ
2023,2,1,19,3,5,20,2,18,25,LAC,NYJ
2023,2,1,14,1,10,27,2,18,25,LAC,NYJ
2023,2,1,10,2,10,27,2,18,25,LAC,NYJ
2023,2,1,7,3,10,27,2,18,25,LAC,NYJ
2023,2,1,0,4,10,27,3,18,25,LAC,NYJ
2023,2,0,47,1,10,19,2,25,18,NYJ,LAC
2023,2,0,41,2,10,19,2,25,18,NYJ,LAC
2023,2,0,36,3,10,19,2,25,18,NYJ,LAC
2023,2,0,28,4,6,23,3,25,18,NYJ,LAC
2023,2,0,17,1,10,42,2,18,25,LAC,NYJ
2023,3,15,0,1,10,25,2,25,18,NYJ,LAC
2023,3,9,52,1,10,25,1,18,25,LAC,NYJ
2023,3,9,17,2,7,28,2,18,25,LAC,NYJ
2023,3,8,35,3,3,32,2,18,25,LAC,NYJ
2023,3,8,31,4,3,32,3,18,25,LAC,NYJ
2023,3,8,24,1,10,31,1,25,18,NYJ,LAC
2023,3,8,5,1,18,23,2,25,18,NYJ,LAC
2023,3,7,37,2,5,36,2,25,18,NYJ,LAC
2023,3,7,29,0,0,100,4,25,18,NYJ,LAC
2023,3,7,29,3,5,36,2,25,18,NYJ,LAC
2023,4,0,28,1,10,2,4,18,25,LAC,NYJ
2023,1,14,54,1,10,25,2,6,5,CHI,CAR
2023,1,14,19,1,10,41,2,6,5,CHI,CAR
2023,1,14,13,2,10,41,1,6,5,CHI,CAR
2023,1,13,36,3,8,43,2,6,5,CHI,CAR
2023,1,13,32,4,8,43,3,6,5,CHI,CAR
2023,1,13,22,1,10,20,1,5,6,CAR,CHI
2023,1,12,44,2,7,23,2,5,6,CAR,CHI
2023,1,12,39,3,7,23,1,5,6,CAR,CHI
2023,1,12,12,1,10,36,2,5,6,CAR,CHI
2023,1,11,35,2,11,35,2,5,6,CAR,CHI
2023,1,10,52,3,5,41,1,5,6,CAR,CHI
2023,1,10,4,1,10,49,1,5,6,CAR,CHI
2023,1,9,7,1,10,1,1,6,5,CHI,CAR
2023,1,8,28,2,8,3,1,6,5,CHI,CAR
2023,1,7,48,3,2,9,2,6,5,CHI,CAR
2023,2,7,26,1,10,26,2,3,8,BAL,CLE
2023,2,6,48,1,10,42,2,3,8,BAL,CLE
2023,2,2,0,0,0,100,4,8,3,CLE,BAL
2023,2,1,2,1,10,25,1,3,8,BAL,CLE
2023,2,0,52,2,1,34,2,3,8,BAL,CLE
2023,2,0,43,1,10,47,1,8,3,CLE,BAL
2023,2,0,35,2,8,49,2,8,3,CLE,BAL
2023,4,14,18,4,16,28,3,12,27,GB,PIT
2023,2,0,44,3,6,29,2,2,21,ATL,MIN
2023,2,0,31,1,10,38,4,2,21,ATL,MIN
2023,2,0,30,2,10,38,2,2,21,ATL,MIN
2023,2,0,25,3,10,38,2,2,21,ATL,MIN
2023,2,0,21,4,10,38,3,2,21,ATL,MIN
2023,2,0,9,1,10,40,4,21,2,MIN,ATL
2023,3,15,0,1,10,25,2,21,2,MIN,ATL
2023,3,14,31,2,10,25,1,21,2,MIN,ATL
2023,3,13,53,3,2,33,4,21,2,MIN,ATL
2023,3,12,15,1,10,25,1,21,2,MIN,ATL
2023,3,11,35,2,11,24,2,21,2,MIN,ATL
2023,3,8,13,1,10,25,2,2,21,ATL,MIN
2023,3,8,9,2,10,25,2,2,21,ATL,MIN
2023,3,8,2,3,10,25,2,2,21,ATL,MIN
2023,3,7,28,1,10,45,1,2,21,ATL,MIN
2023,3,7,4,1,15,40,2,2,21,ATL,MIN
2023,3,6,54,1,10,25,1,21,2,MIN,ATL
2023,3,6,11,2,5,30,1,21,2,MIN,ATL
2023,3,5,27,3,5,30,2,21,2,MIN,ATL
2023,3,5,21,4,5,30,3,21,2,MIN,ATL
2023,3,5,12,1,10,18,1,2,21,ATL,MIN
2023,3,2,20,1,10,25,2,2,21,ATL,MIN
2023,3,0,0,0,0,100,4,21,2,MIN,ATL
2023,4,14,18,1,10,25,1,2,21,ATL,MIN
2023,4,14,0,2,9,26,2,2,21,ATL,MIN
2023,4,13,56,3,9,26,2,2,21,ATL,MIN
2023,4,12,33,1,10,20,2,21,2,MIN,ATL
2023,3,15,0,1,10,25,1,3,29,BAL,SEA
2023,3,12,44,1,10,25,1,29,3,SEA,BAL
2023,3,12,4,2,10,25,2,29,3,SEA,BAL
2023,3,12,1,3,10,25,4,29,3,SEA,BAL
2023,4,14,11,1,10,25,1,30,13,TB,HOU
2023,4,13,33,2,9,26,2,30,13,TB,HOU
2023,4,9,24,1,10,20,2,24,17,NYG,LV
2023,4,8,40,1,10,32,2,24,17,NYG,LV
2023,4,8,24,1,10,43,2,24,17,NYG,LV
2023,4,5,55,1,10,28,1,17,24,LV,NYG
2023,4,5,14,2,5,33,1,17,24,LV,NYG
2023,4,5,9,0,0,100,4,17,24,LV,NYG
2023,4,5,9,3,7,31,1,17,24,LV,NYG
2023,4,5,2,4,2,36,3,17,24,LV,NYG
2023,1,5,46,0,0,75,4,26,9,PHI,DAL
2023,1,5,39,1,10,47,1,9,26,DAL,PHI
2023,1,1,37,1,10,25,1,26,9,PHI,DAL
2023,1,1,11,2,3,32,4,26,9,PHI,DAL
2023,1,0,25,3,9,26,2,26,9,PHI,DAL
2023,1,0,17,4,9,26,3,26,9,PHI,DAL
2023,1,0,5,1,10,18,2,9,26,DAL,PHI
2023,3,2,35,1,10,12,2,18,25,LAC,NYJ
2023,3,2,31,2,10,12,1,18,25,LAC,NYJ
2023,3,2,8,3,8,14,1,18,25,LAC,NYJ
2023,3,1,24,1,10,24,4,18,25,LAC,NYJ
2023,3,0,40,2,15,19,2,18,25,LAC,NYJ
2023,4,15,0,3,9,25,2,18,25,LAC,NYJ
2023,4,14,13,1,10,35,2,18,25,LAC,NYJ
2023,4,14,9,2,10,35,1,18,25,LAC,NYJ
2023,4,13,48,3,4,41,2,18,25,LAC,NYJ
2023,4,13,13,1,10,47,1,18,25,LAC,NYJ
2023,4,9,18,1,10,25,2,25,18,NYJ,LAC
2023,4,9,15,2,10,25,2,25,18,NYJ,LAC
2023,4,8,46,1,10,37,2,25,18,NYJ,LAC
2023,4,8,22,1,18,29,2,25,18,NYJ,LAC
2023,4,8,18,2,18,29,2,25,18,NYJ,LAC
2023,4,7,43,3,12,35,4,25,18,NYJ,LAC
2023,4,6,56,4,27,20,3,25,18,NYJ,LAC
2023,4,6,49,1,10,26,1,18,25,LAC,NYJ
2023,4,6,7,2,8,28,1,18,25,LAC,NYJ
2023,4,5,27,3,5,31,1,18,25,LAC,NYJ
2023,4,4,43,4,4,32,3,18,25,LAC,NYJ
2023,4,4,36,1,10,29,2,25,18,NYJ,LAC
2023,4,4,9,1,10,41,2,25,18,NYJ,LAC
2023,4,3,28,1,2,98,1,18,25,LAC,NYJ
2023,4,3,22,1,10,25,2,25,18,NYJ,LAC
2023,4,3,18,2,10,25,2,25,18,NYJ,LAC
2023,4,3,12,3,10,25,1,25,18,NYJ,LAC
2023,4,3,5,4,3,32,2,25,18,NYJ,LAC
2023,4,2,41,1,10,38,2,25,18,NYJ,LAC
2023,4,2,18,2,3,45,2,25,18,NYJ,LAC
2023,4,2,9,1,10,48,2,25,18,NYJ,LAC
2023,4,14,6,1,10,25,1,27,12,PIT,GB
